row,col,x,y,land surface temperature
1525,166,596085.0,3334935.0,323.34979248046875
1478,215,597555.0,3336345.0,318.9713134765625
1490,221,597735.0,3335985.0,320.6973876953125
1025,1068,623145.0,3349935.0,323.72235107421875
1092,1058,622845.0,3347925.0,324.01287841796875
1057,1076,623385.0,3348975.0,322.5807189941406
1593,1210,627405.0,3332895.0,327.888916015625
1527,1212,627465.0,3334875.0,322.7242736816406
1570,1244,628425.0,3333585.0,320.0924072265625
1188,1611,639435.0,3345045.0,324.77850341796875
1203,1629,639975.0,3344595.0,312.44970703125
1167,1690,641805.0,3345675.0,321.0597229003906
1175,1163,625995.0,3345435.0,322.4234924316406
1215,1118,624645.0,3344235.0,323.27801513671875
1206,1126,624885.0,3344505.0,323.25067138671875
1589,1483,635595.0,3333015.0,326.7677917480469
1573,1511,636435.0,3333495.0,328.285400390625
1580,1488,635745.0,3333285.0,326.5251159667969
273,1647,640515.0,3372495.0,319.8155517578125
280,1661,640935.0,3372285.0,322.8644104003906
324,1711,642435.0,3370965.0,318.2842712402344
781,1354,631725.0,3357255.0,321.9586486816406
746,1344,631425.0,3358305.0,320.2325439453125
738,1360,631905.0,3358545.0,321.4596252441406
350,1578,638445.0,3370185.0,325.4108581542969
319,1516,636585.0,3371115.0,321.1485900878906
410,1556,637785.0,3368385.0,324.96307373046875
210,1140,625305.0,3374385.0,323.68133544921875
256,1110,624405.0,3373005.0,323.20623779296875
168,1102,624165.0,3375645.0,320.4649658203125
1127,931,619035.0,3346875.0,321.4869689941406
1127,956,619785.0,3346875.0,319.5250244140625
1142,927,618915.0,3346425.0,322.4781799316406
438,915,618555.0,3367545.0,322.2047424316406
451,925,618855.0,3367155.0,320.7725830078125
446,901,618135.0,3367305.0,323.95819091796875
1348,1714,642525.0,3340245.0,321.8287658691406
1358,1754,643725.0,3339945.0,326.7677917480469
1335,1728,642945.0,3340635.0,319.8018798828125
1053,1601,639135.0,3349095.0,313.5400695800781
1102,1555,637755.0,3347625.0,318.5747985839844
1101,1618,639645.0,3347655.0,326.5695495605469
263,1270,629205.0,3372795.0,324.10516357421875
328,1329,630975.0,3370845.0,325.5817565917969
285,1340,631305.0,3372135.0,325.02801513671875
411,1249,628575.0,3368355.0,326.1252136230469
394,1198,627045.0,3368865.0,326.1764831542969
50,1760,643905.0,3379185.0,322.8199768066406
